Title,Review,Rating
King Sue,"Explosive grapefruit nose after popping the top. Orange-yellow hazy pour with a loose bubbly head. Really nice evolution of flavors from opening with orange, then tropical fruit followed by a nice grapefruit T-Rex bite for the finish. Can't wait to get bitten again.",4.74
King Sue,Good a little spicy a little grapefruit. Would do again.,4.43
King Sue,"Picked up a four-pack from the Appalachian Vintner 6-21-23 for $18.49. Canned 5-26-23; consumed can #1& 2 6-22-23.Beer poured a hazy light golden orange with an okay white head.Nose is very nice, citrus and tropical fruit forward.Taste is a light but substantive pale malt base that allows the hops to shine thru and that they do. Very flavorful with orange, papaya, and mango shining through. Finishes with a touch of grapefruit and some major pith; 7/10 on my bitterness scale.Mouthfeel is ultra-light and very refreshing.Overall, yep, King Sue lives up to its reputation!",4.5
Coconut Vibes,"While I wanted more coconut up front, this was an amazingly complex beer everywhere else; phenomenal mouthfeel, incredible flavors.",4.75
Society & Solitude #4,"Had on tap at Rivercrest in Astoria NY. Deep yellow haze, really nice white leaving on the glass. Citrus, dank, resins nose… orange peel, peach. Taste is huge waves of hops, light orange peel bitterness, cracker breadiness in the background… just delicious",4.63
Society & Solitude #4,"Canned 8/02/22.L: Pours a hazy but not opaque deep orange-gold with a beautiful thick and sticky head. Splotchy lacing.S: Orange and tangerine aroma. A little peach.T: Citrus up front, beautifully transitioning to a smooth fruity middle. Finishes slightly dry with just a touch of bitterness.F: Extremely smooth mouthfeel. Appropriate carbonation.O: A wonderfully flavorful beer. Lots going on here, but it never gets muddled or overpowering.",4
Society & Solitude #4,"That pour is a deep, foggy orange with a 3 cm foam cap and an aroma of orange zest.The flavor is full with orange, mango and woody hop notes.The mouthfeel is soft and the flavors persist. This is superb.",4.5
Society & Solitude #4,"Just a banger of an IPA - very refined - very balanced; no real hint of overpowering bitterness. Just a smooth clean, clean, flavorful hop bite that makes these far too easy to drink at 8%. Which isn't a bad thing. Great beer.",4.46
Society & Solitude #4,"I’ve been fortunate to have tried some of the best ipas. This #4 is truly refined, smooth. Perfect for a toast! I count myself lucky to have neighbors who care enough to bring me a can or two, or 8. Alas, they will be moving on to greener grass. So glad to have met you all.",5
Lou Pepe - Framboise,Enjoyed this in Brussels. Love raspberry and the Lambic balance was excellent. The beer is relatively acidic to the mouth so be prepared. Love this as a desert .,4.84
Lou Pepe - Framboise,"750 ml corked and capped bottle, courtesy of Cardinal Pub & Bar, Stavanger. ABV is 5%. Made with 300 g of raspberries per liter beer. Clear signal red colour, moderate pink head. Intense aroma of raspberries (no surprise). The flavour is very sour with notes of lemons and raspberries, fairly dry and crisp.",4.54
Abricot Du Fermier,"L: Pours a very strong pale orange yellow with no head and no lacing on the glass.S: A nice toasted oak leads off, followed by a nice hint of Brett, some nice apricot and notes of sour tartness, very nice aroma.T: A strong Brett and apricot mixes with lots of sour and tart, and a nice strong toasted oak. Amazing golden sour.F: Smooth medium body and good carbonation.O: This is a world class golden sour ale.",4.77
Abricot Du Fermier,"Look - slightly hazy orange with a great thick white head and sticky lacing and rimmingSmell - tart candied apricot woodyTaste - for SP, not as tart as some. Still tart but pretty great. candied Apricot and woody like the smellFeel - Medium body and carb, slight creamy... lasting tingle afterwardsOverall - really fantastic beer!!!",4.85
Abricot Du Fermier,"Appearance - The beer was the color of an apricot. It was golden orange with some red hues. Carbonation was visible.Smell - The apricot seemed dry in the nose, but you could easily can detect a funk of a saison.Taste - At the front, the apricots were quite sour. It really tingled the sides of the tongue. There was an undercurrent of fruit sweetness. Toward the back, the funk of the saison came through and provides a sense of balance.Mouthfeel - The body was vicious, almost like an actual fruit smoothie.Overall - I can definitely appreciate a saison like this.",4.27
Abricot Du Fermier,"Pours an apricot orange with a little haze to the translucency. Transparency drops towards murky when the last of the bottle is poured into the glass. Head never forms. Aroma is apricot right off the cuff, although it's mild and nuanced into the profile. Stone, lemongrass, and earth add some more depth. It has a pleasant tartness to it, leaning into a little acidity. Flavor profile takes the acidity up a notch, especially when served at fridge temperature. The acidity wanes as the beer warms. Apricot adds some sweetness, and is more forward than the nose, taking up a more dominate role. It's still well balanced and nuanced into the flavor profile. Cellar stone, earthy malts, grass, and lemon zest create the rest of the profile, all accompanied by some minor tartness. Mouth feel is still in effervescence, delivering a smooth texture. Thickness is medium. Overall, a tart apricot saison that delivers tasty simplicity.Served in a 15.5oz Speigalau tulip from a 750mL bottle. Blend #5.",4.25
Cable Car,"2020 Vintage.Clear golden coloration; soft white head of carbonation settles in a thin ring around the beer.The nose opens with a musty sweetness and candied lemon peel. Really nice balance of funk and citrus.The palate is tart and predominantly fruity, with a bit of a tightening pucker on the back of the palate and a long, mildly acidic finish. Nice juiciness to the overall profile.A touch of dryness, with a soft finish and gentle lingering tannin.",4.6
Cable Car,"2019 version, drank 06.19.22 out of a Hill Farmstead bulbous wine glass. Straw color with very delicate islands of head but other than that, not to much there. Not too much nose either. Funky and acidy taste, strong. Very pungent, strong and tasty. Pretty amazing beer. Just wow.",4.89
Oude Geuze Vintage,2016 edition from last year. 375 ml bottle. A little oak on the nose. Just enough carbonation to make the mouthfeel great. Taste makes me want to drink it all day.,3.6
Zombie Dust,"Yeah man, the reviews and the hype are spot on here. My friend, who only drinks Busch Light, had 2 cans in his fridge and I about had a dang heart attack. This beer isn't available in may area but his friend from out of town had left them and he let me try them. HOLY COW! I was blown away that a pale ale could be so complex. Honestly it was almost perfect in every way. Not too hoppy or malty. Great mouthfeel and perfectly balanced flavor with some fruit notes up front. Trust me when I say it's one of the best beers out there, period.",4.48
Zombie Dust,"Poured into a grip shaped goblet: color is slightly hazed gold, head presents 1 finger thick, dissipates to solid top with some lacing.Smell is crisp citric and earth hops, pale malt, light toast.Taste is hop forward - notes of citrus, earth, light pine, pale malt and lighter caramel and toast, some herbal qualities emerge with warmth.Mouthfeel is moderate carbonation, moderate sweetness, moderate bitterness.Overall a very good APA - it does seem slightly aged, so would like to try again closer to canning date but even still would expect a bit more malt out of an APA this highly rated.",4.5
Zombie Dust,"This is an old school West Coast IPA, not bad just out of fashion with new hszy craze. This one delivers the malt and hops, 10 years ago my revies may have been more favorable.",4.25
Zombie Dust,"A very good beer, if you were an IPA fan. I had it on draft in Leesburg Virginia and it’s from Indiana?! This would compete with any West Coast beer",4.97
Zombie Dust,"12 oz can from Total Wine in Short Pump, VA The ale poured a hazy amber with a white foamy head and lacing. The aroma of citrus, mostly grapefruit and orange. The flavors are mostly grapefruit and pale malts. The ale has a medium body and average carbonation. This is a top-notch pale ale.",4.16
Zombie Dust,"The hops are assertive, even bitter in the aftertaste, but not painful. A slight sweetness and juicy fruitiness on the nose and at first sip before the hops crash in. Great combination of late-boil aroma hops and early-boil bittering hops. The flavor is dynamic (not static) as you sip. This is a beer for someone who likes bitter. 3 Floyds is one of the benefits to living in the Midwest, right after the cost of living and the sweetcorn.",4.02
Zombie Dust,"Solid Pale Ale. It is a bit light on the tongue, but other than that really nice and truly well balanced.",4
Zombie Dust,"One of my top picks for a great IPA. My biggest hate is, It's not available where I live.",4.25
Zombie Dust,"12oz brown bottleThree Floyds Zombie Dust has a clear gold/amber colored body and atop sat a 1 ½-finger white foamy head. The head had good retention and left behind nice lacing. The nose was dominated by citrus; grapefruit, orange, and lemon were noted. The taste follows the nose but is fuller and light malt is also evident. The finish is bitter and dry. Mouth feel is medium bodied that is crisp, and dry with a bitter finish.Zombie Dust is a well-made American Pale Ale that is a little too hoppy for this non hophead.",4.1
Hunahpu's Imperial Stout,"From a 500ml bottle, dated 03/11/23. Served in a spiegelau tulip glass.Pours a thin-appearing oak-brown with no obvious highlights. A generous finger of lush, coffee colored foam doesn’t last but maybe 20 seconds leaving a narrow collar and a rousable spatter of oily, super-slippery lacing.Nose is… fruity? A sweet, candy-like coffee aroma and, totally unexpectedly, raspberry - which must be an olfactory hallucination, or at least how my brain is interpreting the combination of vanilla, cinnamon and chiles.Taste is sweet but not heavily so, with a berry-like coffee bean flavour and that fruity mélange of cinnamon-vanilla-chile pepper that my brain persists in translating as ‘raspberry’ bringing a brightness and lightness which keeps the beer from tasting syrupy. A slick Cadbury-like milk chocolatey character becomes more evident as the beer warms accompanied by some heat from the chiles. There’s a very faint soy sauce quality in the aftertaste which doesn’t detract much.Feel is oily-smooth and creamy-slick, medium bodied but a little light relative to the style with gentle, prickly carbonation. Chile heat builds up on the palate somewhat and amplifies the otherwise mild carbonation, lightening the mouthfeel further.Overall, pretty good but maybe a little bit of a mixed bag. I won’t call the flavours ‘muddled,’ but it is a very ‘busy’ flavour profile which, weirdly, for my palate, comes across very fruity and raspberry-like.",3.85
Hunahpu's Imperial Stout,"2022 pint can, chilled, left to warm. Flat black on the pour, thick, sticky, tiny bit of struggled foam that vanished fast.Smells like cinnamon, vanilla, cacao nibs, and chilli peppers being muddled together.Tastes the same. Just too much going on. Cloyingly sweet and thick, slightly gritty, too much cinnamon, and who needs hot peppers in their stout?Overall, I’ve attended 5 Hunahpu’s Day celebrations at the CCB Spruce Street brewery over the years and have bought a bottle or can each time and come away thinking the same thing: nice novelty.,. but way too busy and quite over rated.",4.49
Hunahpu's Imperial Stout,"2020 vintage received courtesy of @roguer.Appearance is typical for the style, which means it's a nice looking dark, dark brown with a half inch of tan colored head. Nice legs. Aroma is wonderfully rich and decadent, but not in an artificial way. Plenty of sweet molasses, chocolate, a hint of vanilla, and some faint figs / raisins. That description doesn't do this any real justice, so in summary, this beer smells great.Taste is interesting. Nowhere near as sweet on the nose, with some naturally bitter cacao notes, cinnamon and pepper combining brilliantly with the base beer. The spiciness is Goldilocks.....just right. A bit less and they wouldn't be notable. A bit more and they would overpower. There's a really nice sweetness deep into the finish that helps add to the complexity of this beer. Fully bodies and smooth, leaving a really nice coating on the tongue with a pleasant alcohol warming.Overall this is excellent.",4.5
Hunahpu's Imperial Stout,"2018 vintageWe’re nearing the end of the BIF beers I got from @Eziel back in February, and this one is a heavy hitter. This has been a big want for me for a while, so it’s awesome to finally be able to try it. Let’s see what this famoud spicy Stout is really all aboutPours nearly pitch black with 2 fingers of reddish brown head that fades to a ring and leaves minimal lacingThis is highly complex in the nose, not too peppery and balanced in its sweetness. I’m picking up on aromas of cacao nibs, vanilla bean, chili pepper, spicy whiskey, burnt coffee, sweet toffee, brown sugar, and light charred oakThis is a bit restrained in taste, perhaps due to the age but I still really enjoy it. On the front end of the sip I’m tasting dark chocolate, roasty coffee, chipotle pepper, vanilla bean, spicy whiskey, toasted oak, cinnamon, and toffee. The swallow brings notes of milk chocolate, chipotle pepper, vanilla bean, caramel, toasted oak, earthy whiskey, and burnt coffeeA full body pairs with gentle carbonation, resulting in a smooth and earthy beer. Finishes mostly dry with a lingering heatWhile I enjoyed this, I’d hardly put it on legendary status. Again, maybe it’s the age so I’d love to try it fresh, but even still",4.48
Hunahpu's Imperial Stout,"2020 ""Amalie Arena"" edition...large capped bottle.Pours very dark with no light shining through, next to no cap or lacing.Dark chocolate and fudge brownies on the sniff.Super smooth, nice complexity exhibited by the notes of more chocolate/brownies/cinnamon/dark malts.Delicious creation, no doubt aided by a few years in the bottle....get some of this fine nectar, if ya have the opportunity.",4.46
Green,"Darker yellow very hazy pour. Lots of citrus and pine on the nose. Flavor follows suit but adds a touch of pineapple. Strong bitterness follows, leaving you wanting more.",4.84
Green,"This is another Treehouse that varies a fair amount in taste due to either a) batch or time (measured by the week), or b) day to day based on my particular taste buds. That said, it is always good, but sometimes it is fabulous.",4.5
Green,"4 pack from Sandwich location.Look is hazy dark yellow to orange.Taste is a little more bitter than sweet. Pine, tropical fruit (mango/ papaya mainly), and some citrus.Mouthfeel is medium bodied and soft.Overall a great NE IPA, plain and simple.",4.68
Green,"Probably my least favorite of TH's IPA, but stillgood and in a blast bette than most. This one seemed less juicy to me and more plain of an IPA but not one I'd eve turn down.",4.49
Green,Look - thick tannish orange with a big lasting sticky white head and lacingSmell - green... smells green! fresh pineapple citrus orange/tangerineTaste - that has a lot going on! Pineapple orange like the smell along with way more... more bitter than almost all NE Hazy beers with a slight grassy/pineFeel - medium body with a medium slightly light carb and a lil fluffOverall - Great blend between a great NE and a great W. Coast. Kind of has both,4.25
Green,"#157, yum!",4.71
Haze,"Look - hazy, thick juicy, nice foamy white head, scattered lacing left behindSmell - peach, orange, tropical citrusTaste - peach, citrus pith, pineappleFeel - medium body, well carbonated, citrus pith bitternessOverall - Tree House Haze all in my brain, Lately things just don't seem the same. The citrus pith bitterness is strong in this one, which I love. Strong citrusy scent right off the bat too. Tropical juiciness, peach and pineapple tantalize the taste buds. Hoppy finish lingers. This brew is excellent and even better when paired with Purple Haze by Jimi Hendrix. Acting funny but I don't know why, Excuse me while I kiss the sky. Cheers!",4.5
Haze,"16oz can into a pint glass. Canned 4/21, so 3 weeks oldThick pale orange juice body with a persistent white head leaving rings of lacing. Muted aroma of tropical fruit, which becomes massive in the taste. Medium hop bite for balance, thick mouthfeel, outstanding beer.",4.35
Haze,"TH's are in top tier, while this one is good, I felt the 8%+ ABV, almost tasted of a DIPA which is too much for my taste us, but still good and wouldn't turn down.",4.5
Doppelganger,"Pint can poured into a stemmed tulip IPA glass.Murky thick apricot colored creamsicle. 1-plus F white cap with waves of lacing.Juicy citrus and tropical fruit aromas. Pineapple, orange, and grapefruit. It’s dank and dry.Positive juice flavors follow the aromas. Soaked malt with citrus variety led by grapefruit.Dense yet flowing juice feel. The sweetness come through the hops and kicks out bitterness. Full and smooth.Strong neipa version.",4
Doppelganger,"From a 16oz can dated 11/15/22 into a tulip. Can message: ""Keep cold drink fresh"" BA description says 8.2% abv. Can says 8%.Pours an opaque brownish orange with about one finger of white head. Great retention, excellent lacing.Major aroma alert: Pineapple, oranges, mandarins, melon and juicy fruit gum.Juicy taste-big juicy taste. Maybe not as distinct as the nose. Citrus juice, pineapple. Also some citrus rind bitterness. Light earthy notes. Incredibly well-balanced juice and bitterness.Soft but thick, full-bodied mouthfeel. Balanced bitterness and juice aftertaste. Low to medium carbonation.Wow. Great one right here folks. Loving it.",4.5
Doppelganger,"Pours a hazy orange yellow color. Super juicy tropical flavors, and about as dank as Tree House gets outside of the Bright series. Slightly floral, with a subtle grapefruit taste. It's smooth and silky as most Tree House hazies end up being. Very above average beer.",4.56
Doppelganger,"Poured from a 16oz can into pint glass in October 2022. There was a canned date of 04/19/22 @ 05:59:33 on the bottom of the can. I bought this at the brewery, and drank about 2 months from purchase.Appearance: Deep gold color with 2-finger white head. It is deep with a very hazy complexion, like many New England IPAs. Head is very thick, and it lasts a minute, leaving a small covering. There is a medium amount of lacing on the glass.Smell: Strong aroma of citrus and pine, as well as some hops and pineapple. The citrus and pine aromas dominates the other aromas.Taste: Bitter taste from the hops with a moderate sweetness like citrus. The sweetness and bitter edge are well-balanced. Has a very nice after-taste that lasts a moderate amount of time. Overall a nice balance and very drinkable.Mouthfeel: Medium body. Average alcohol, which matches the 8.2% listed on the can.This is an excellent New England IPA. It has a nice mix of citrus, hops, and other flavors, which makes it enjoyable. Another outstanding IPA from Tree House. I like the overall balance, and would buy this again.",4.53
Doppelganger,"Poured on 5/7/2022 from a 16oz can that was purchased at the brewery on 4/29/2022 into a tulip glass.A: The beer is a very hazy dark gold color, with a large white head that fades quickly and leaves a thick lace on the glass.S: The aroma contains strong juicy citrus and tropical fruits, floral and dank hops and light caramelized malts.T: The taste likewise starts out with strong sweet and juicy flavors of citrus and tropical fruits. Then a strong but not over-powering floral and dank hops bitterness quickly follows. The malt character is hearty but not too heavy and brings an excellent balance. The after-taste is hoppy and sweet.M: Very crisp and very smooth, light-to-medium body, medium carbonation, finish is clean for the style.O: Very tasty, goes down extremely easily, not too filling, well-disguised kick, very good representation of style, this is an excellent 2NEIPA to drink for a very long time.",4.5
Fort Point Pale Ale - Double Dry Hopped,"L: classic orange super hazy, medium white headS: fresh mango and pineapple, white grape juice, tropical fruitT: orange and grapefruit peel,, orange, some mango, vegetal hop pine bitterness, dryO: very good lighter bodied NEIPA, taste is less tropical/juicy than expected and more dry and resinous",4.43
Fort Point Pale Ale - Double Dry Hopped,"Likely the best pale ale I've ever had. Just hits every note - perfect balance, ton of flavor. If I could have this in my beer fridge at all times, I would. It just curb stomps the vast majority of pale ales I've had. Great citrus flavors, nice body. Surprising high ABV for a pale, which probably helps the flavor profile, but I'm not taking that as a detraction - this is a fantastic beverage.",4.44
Fort Point Pale Ale - Double Dry Hopped,"Deep orange in color. No head created, at all. Nose was the least desirable quality, mainly due to not much there, especially given the color and extreme citrus taste. Taste is the magical moment. Superb beer. Surprised it is not considered a NE Style though.",3.04
Fort Point Pale Ale - Double Dry Hopped,"2022-03-0616oz can served in a stemless wineglass. Dated 01/25/22. Received from @WunderLlama in NBS BIF #14.Pours super murky whitish yellow with a medium sized head that dissipates into a medium sized ring and a fairly large but thin island of fine bubbles in the center of the glass. Smell...well, for starters I been catching whiffs of it for where I set it, arm's length away (and I have long arms). Smell is gorgeously tropical juicy, pineapple/mango/orange. Lingering resin sense that is difficult to extricate from the tropical juicy stuff.Taste is much pithier / redolent of fruit skin than the aroma suggests. It's bitter up front, lots of resin, and the tropical juiciness is strong but lurking not-so-subtly in the background.Mouthfeel is medium bodied, dry / drying, slightly gritty. This is a very good beer.",4.5
Fort Point Pale Ale - Double Dry Hopped,"One month old. Can to wine glass.Look: Pours a pale, but somehow full and hazy yellow with a large-pored white head that dissipates quickly without leaving any lacing. No floaters.Smell: Fresh citrus notes. Mainly lemon with hints of grapefruit.Taste: Yellow citrus fruits. Fresh and hoppy. Zesty and bitter body with a dry finish. Low sweetness.Feel: Very juicy with a medium carbonation and a sharp zesty punch.Overall: Full and juicy Pale Ale with a strong focus on fresh citrus fruits. Could easily be mistaken for a DIPA. Very challenging compared to other Pale Ales with its full body and its dry finish. Great beer. Very intense.",4.49
Cable Car Kriek,"2021 vintage. Ruby red body with surprisingly little carbonation and no head whatsoever. Aromas are pretty standard kriek: cherry pie, lemon, hay, bit of vinegar. Very little funk, which is a bit unusual. Flavors are acetic but also semi-sweet, with predominant notes of cherry and apple cider vinegar. Feel is slippery and a bit flat due to the low carbonation. Overall I think this is one of those beers that made waves upon release when the idea of Belgian lambics was still relatively unknown in the US, but now that we have broader access to some of the best Belgium offerings here in the states it doesn't quite hold up. Especially given the price point ($90/750ml), I would not buy this again but happy to have the opportunity.64/100",4.37
Cable Car Kriek,2021,4.53
Cable Car Kriek,"2021 Vintage.Gorgeous ruby red pour; very few agitated bubbles of carbonation as it’s poured into the glass. It settles flat.The nose is still distinctly Cable Car, with noticeable yet restrained funk and lemony citrus. The cherry adds more brightness and is a fresh, fruity addition. With time, a lot of oak and Brett comes to the forefront.The palate is sour and noticeably acidic, with a surprisingly low carbonation. Was definitely hoping for more of it to cut that tart cherry and acid, but overall it’s never overwhelming. The tannin from the cherry works really well with the overall profile.As stated above, not sure if that much carb was lost since 2021 or it was just never very high, but I felt it needed more. That said, it drinks bright and refreshing, with restrained tannin.",4.56
Swish,"Pale, opaque orange with thin tan head. Standard hazy look. Smell is complex with pithy rind, orange, vanilla, and malts. Similar smell to some of the Hill Farmstead IPAs. Extremely bright taste with tons of tropical, sweet notes however has a nice bitterness at the end. Pleasing feel that doesn't linger too long. Swish is a spectacular hazy that stands uniquely in a sea of copy cats.",4.49
Swish,"Bissell Brothers is the Larry Bird/Magic Johnson of breweries to me. Not a knock at all, but my MJ is the Alchemist. That being said, the Swish drops in to my stomach like a Steph Curry logo 3 point shot. Nothing but net, all swish. Beautiful Laker gold color. Completely opaque with a slight bubbly froth. On the nose you get Phoenix Suns orange with some Miami Heat tropical pineapple notes. Was expecting a thick Shaq like body but it’s a more lean medium body, reminiscent of a Dwight Howard. Taste wise you get the traditional IPA bitter hop bite that gives a slight Celtics green herby taste. However it also has that new wave NEIPA melon, cream, citrus fruit flavor. The NEIPA is the new dynasty, the Golden State Warriors of the beer industry. What an absolute treat, go Nuggets.",4.29
Swish,"(16 oz can, 011073 04-17-23; purchased cold 4-pk at the brewery 2 days ago... poured into my Trillium fat tulip)L: impenetrably-hazy, pale yellow-amber liquid with mildly golden highlights on the fringes... moderately tall foam rise on the pour, sinking back into a misty cap... bit of a letdown from the lame head retention and little lacingS: lime hull, lemon peel, mango funk, grapefruit pith; slight capsicum spicy accent... cream of wheat... vibrant greenness cutting through the perfumy fruits... the booze does boost the contact and seductionT: much more malt and mush than I'd anticipated, and it's great!; floral rush halfway, morphing into a tropical cleaver into the finish, during which a powdery grain flour note swells up and hangs up front long into the aftertaste... almost halfway through and wow! did the tropical hopping burst back onto my palate, fresh and enlivening... masterpiece of balance for its ilkF: only a faint sense of alcohol at the back of the palate; the milky grains and silky hop resins team to tame the heat I suppose... I wouldn't go any higher with the abv for this style; 7.5% is usually my sweet spot, and this is just tickling the tonsils, just inching toward unnecessary noxious-ityO: not a fan of hazies, but this shot right up into my top 3 or 4; they really do have a good thing going as I've very much enjoyed the unique character of each brand I've tried from them... I could definitely see getting this again (good excuse for another beer run to Maine); it has a lot going on for the style; some depth and dimension to the gritty grain bill; too smooth and moreish (2122)",4.5
Swish,"Pours a very hazy gold with a thumb of cream colored head. Average head retention & lacing; thought I had a clean glass???S: Citrus & tropical fruits, nice noseT: Oranges, dryness, mangoes, dryness & green melons & strawberry up front. Mangoes, peaches, green melon & a little acidic pineapple, plus a little dryness as this beer warms, Finishes a little dry with plenty of pineapple, green melon & strawberryMF: Medium body, restrained carbonation, nicely balanced, acidity on the tongueA brilliant take on the style, pretty juicy",4.37
Swish,"On tap at Mekong in RVA. Hazy darker gold with a proper head. Huge citrus and bright tropical fruit juices with a slightly floral aroma. Big balanced grapefruit and other citrus, which is tamed and balanced. Super juicy and refreshing feel. Majestic IPA.",4.5
Swish,"On tap, pours a moderately hazy orange. Taste is dominated by a bright berry flavor, assuming that's from the Mosaic. Solid NEIPA, but not the standout its rating would suggest.",4.58
The Broken Truck,"Pours golden with frothy soap off white head. Mustyness and wash rind cheese with a touch of apple flesh on the nose. The first thing that stands out is that this is soft - it doesn't have any commandeering characteristics that detract from the others. I get some apple, some arugula bitterness, with restrained acidity. Maybe some musty sour cherry too, kinda like what you get in a kriek but very much more subtle. This is an excellent excellent spon beer. One of the best beers of this variety I've had in some time.",4.5
The Broken Truck,"Man if I had to put potentially the best beers of 2022 against each other, it might be this and that Gueuze from New Glarus. Whooo boy, some good'uns. This is the '22 bottle.Pours yellow out on the river. Summer winding down, let's finish it up. Hits some amazing funky sour spontaneous notes. And they said it couldn't be done on this side of the pond. Just a delight to smell. The best of what Tilamook has to offer. Boasts fresh french oak feels, bugs, grapefruit, lemon rind, bleu cheese, green apple yogurt. The gang's all here.The taste was such a nice thing, great bottle on one of those awesome yet sad close to summer beers. Made it memorable. Its vibrant, fresh cut hay and oak alongside some citrus wedges like you just stomped some kids at youth soccer. One of the best expressions of brett ever in a beer. Sawft body too, never felt too acidic or sour. This is honestly better than most Belgian gueuzes. I realize given the demographics of beer nerds, they're going to keep fetishizing Western Europe, but I'll be more than happy to take any of these Wisconsin and Oregon gems off your hands.",4.5
The Broken Truck,"Opened up No. 6 (1/20), 7 (1/21), and 8 (1/22) together and tasted side-by-side.All three boasted a beautiful golden yellow on the pour, with frothy, aromatic head that was slow to settle into the body of the beer.No.6 brought notes of lemon zest, oak, and white grape must on a sweet, musty backbone. No. 7 came on sweeter, with more of a citrus candy quality and a bit less Brett character. The oak component had more of a ""freshly cut"" aroma to it, and preceded notes of bleu cheese that I didn't get on No.6. No.8 was probably the most distinctly unique; white wine like with 7, but more of a grapefruit-specific citrus quality and a deeper complexity of wet hay and an overall better balance of sweet & funky.The palate on all three of these were led predominantly with drying tannin and bitter citrus peel. The oakiness was relatively similar amongst the three and bolstered the flavor influence from the yeast bill, however while No.8 showed its youth with the least amount of bitterness, 7 & 8 had comparable dryness and a more noticeable citrusy bitterness. No. 6 was also had the highest level of residual puckering tartness.Light-bodied, dry, and lightly bitter mouthfeel to all three. As mentioned, varying levels of tartness / acid, but all very soft in their carbonation and smooth in the finish.Overall, I'm honestly surprised with how similar each vintage of these beers was. Each had their own unique nuances, but when broken down you could find very similar characteristics on both the nose and the palate with both, characterizing a predominance of fresh oak, Brett, bitter citrus, drying tannin, and a noticeable albeit subtle funky/cheesy quality on the backbone. Definitely fun to have these all side-by-side.",4.68
The Broken Truck,"OG batch 1 Broken Truck.Classic de Garde taste, similar in quality to all of the ""Bu"" beers that were bottled during the brewery's infancy.It lacks the nuance of Trevor's newer offerings; minimal funk, lesser barrel treatment, aggressively sour.Overall, a legendary beer whose story was greater than its contents.",4.5
The Broken Truck,"Appearance - The beer, from a double sealed bottle, poured a golden color with an aggressively bubbled white head.Smell - The brett character came out in the nose with a degree of bitterness.Taste - Grass, green apples, and a brett character that really stands out. The finish had a bitter earthy quality. It was not particularly sour, but it definitely brought the funk.Mouthfeel - The carbonation was aggressive, quickly sweeping away any sweetness.Overall - No fruits or adjuncts are needed. This was great.",4.59
The Broken Truck,"#103, good stuff!",4.52
Triple Shot,"Look - black thick, but not syrup, great tan head rimming lacing…. As good as it gets!Smell - roasted malts and coffeeTaste - coffee, dark chocolate, roasted maltsFeel - full body fizz lighter carb, great mouth coatOverall - best coffee stout I can remember",4.73
Triple Shot,"Canned 2/2022. I'm pleasantly surprised by how sweet this isn't, just a hint of rich semi-sweet chocolate at finish. The nutty, roasty base makes for a wonderful coffee showcase throughout.",4.27
Triple Shot,"Appearance - The beer poured a deep black color with an inch of tan head.Smell - The beer smelled like fresh roasted coffee with roasted bean notes and chocolate in the profile.Taste - Overall, this was like espresso with a huge body. There were notes of fresh roasted coffee, fudge, chocolate ice cream, and just a hint of vanilla. The sweetness came out more in the finish. In the big picture, it was an assault of espresso.Mouthfeel - The beer had a nice thick clingy body. It allowed the bitterness to linger.Overall - This was a really nice stout with a lot of coffee. Finding a more intense coffee stout would be a challenge.",4.48
Triple Shot,"Nice dark black color with outstanding brown foam and lacing. Smell is nothing to write home about—water, slight roasted malts and a faint sweet coffee.but it tastes fantastic: deep coffee tones permeate throughout and a sweet molasses cover a base of toasty malt stout. Cheers.",4.85
Focal Banger,"Heady Topper has a thick, off-white head and a mostly-clear, golden appearance, with lots of suspended sediment, throughout. The aroma is of citrus, hop resins, and white bread. It has a similar flavor, with strong bitterness. Focal Banger has a medium body and a mostly-dry finish.RJT",4.68
Focal Banger,"This is a classic, right up there with Heady, and deserves to share the hype of the other. In every way it's similar but different in slight and satisfying ways. Can't believe it took me till a decade later to get around to this treat.",4.49
Focal Banger,"Enjoying on the front porch, gorgeous, cool August day, the 18th, 2023. (Canned on 8/15/23!)So excited to find this treasure at our Washington beer store.Gorgeous straw/light golden color, slightly hazy, with white foam of tiny bubbles, dissipated quickly leaving fine lace on glass edge.Very fruity aromas of pineapple, papaya, mango, luscious lemon and even malt!Immediate bitter hits the tongue which gives way to the fruit flavors and ends sharp grapefruit rind.This hits all the right notes for an excellent NEIPA for me! Leah prefers the sweeter Heady Topper, whereas I'll stick to this one as my favorite!Edit.... We had bought two cans, and we drank the second one fiber nights after the first one. I had worked hard on a pool electrical job in the sun that day, and WOW!... What an intense beer to drink after a hot day on the sun. By the time we were on the porch, it had cooled off considerably, and it was raining..... Drinking this Focal Banger was pure joy! Pine, hop, depth, in your face hoppy bitterness..... Pure joy!",4.94
Focal Banger,"L - Hazy, golden with a large thick white head that sticks around leaving behind a good amount of lacingS - Fresh, bright, piney, resinous, bitter hops, floral notes, fresh grass, grapefruit and other citrus notes, and maltT - Follows the nose: fresh, bright, piney, resinous, bitter hops up front and throughout, intermixed well with grapefruit and other citrus notes with a nice malt backbone. Slightly dankF - medium, leaning on full bodied with moderate carbonation. Smooth.O - another world class IPA from alchemist - a softer version of Heady",4.5
